run_dir,data,model,experiment,seed,probe_acc,probe_acc_seen,novel_mean_embed_dist,gen_mse,gen_nmse,gen_median_se,gen_rmse,gen_acc,gen_nll,finite_fraction,target_var,n_train_episodes,n_test_episodes,n_test_episodes_used,n_test_ood
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_halfcheetah__inr_transformer_history_conditioned__single_shift__s1,custom_mujoco_action_resampled_v3_halfcheetah,inr_transformer_history_conditioned,single_shift,1,0.9655172413793104,0.9655172413793104,nan,0.45248961448669434,0.40494117818267095,0.11764600872993469,0.6726734828181459,,,1.0,1.1174206004867553,358,58,58,19
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_halfcheetah__inr_transformer_history_conditioned__conflation__s0,custom_mujoco_action_resampled_v3_halfcheetah,inr_transformer_history_conditioned,conflation,0,1.0,1.0,nan,0.20397228002548218,0.2007599847964912,0.007276430726051331,0.4516329040553646,,,1.0,1.016000674797058,269,58,58,19
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_hopper__cvae__specialization__s0,custom_mujoco_action_resampled_v3_hopper,cvae,specialization,0,0.8421052631578947,0.8421052631578947,nan,0.665558934211731,0.612768503289463,0.4616464376449585,0.8158179540876328,,,1.0,1.0861506925354003,358,38,38,38
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_hopper__inr_transformer_history_conditioned__new_policy__s0,custom_mujoco_action_resampled_v3_hopper,inr_transformer_history_conditioned,new_policy,0,0.6666666666666666,1.0,3.310210704803467,0.730113685131073,0.6504685878582027,0.01532011479139328,0.8544669011325559,,,1.0,1.1224426494369506,358,117,117,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_humanoid__inr_transformer_history_conditioned__novel_generalization__s0,custom_mujoco_action_resampled_v3_humanoid,inr_transformer_history_conditioned,novel_generalization,0,0.6666666666666666,1.0,0.21330784261226654,0.904607355594635,0.6835857220517959,0.7530660629272461,0.9511084878154726,,,1.0,1.3233268724212646,180,117,117,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_ant__inr_diffusion_history_conditioned__no_shift__s0,custom_mujoco_action_resampled_v3_ant,inr_diffusion_history_conditioned,no_shift,0,1.0,1.0,nan,0.8370002508163452,0.8885650232145119,0.6853232383728027,0.9148771779951368,,,1.0,0.9419684873352051,358,78,78,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_hopper__inr_diffusion_history_conditioned__novel_generalization__s0,custom_mujoco_action_resampled_v3_hopper,inr_diffusion_history_conditioned,novel_generalization,0,0.6666666666666666,1.0,1.0118499994277954,1.0688825845718384,0.9395838676999343,0.9337170124053955,1.0338677790567992,,,1.0,1.1376127467880248,180,117,117,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_walker2d__cvae__generalization__s0,custom_mujoco_action_resampled_v3_walker2d,cvae,generalization,0,1.0,1.0,nan,0.7573022246360779,0.7665392404203691,0.5025501847267151,0.870231132881419,,,1.0,0.9879497156867981,180,78,78,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_humanoid__inr_transformer_history_conditioned__single_shift__s0,custom_mujoco_action_resampled_v3_humanoid,inr_transformer_history_conditioned,single_shift,0,1.0,1.0,nan,0.3311665952205658,0.3652380109030768,0.1896357238292694,0.5754707596573138,,,1.0,0.9067144857177735,358,58,58,19
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_ant__inr_diffusion_history_conditioned__specialization__s1,custom_mujoco_action_resampled_v3_ant,inr_diffusion_history_conditioned,specialization,1,0.868421052631579,0.868421052631579,nan,0.7214017510414124,1.5425156883385116,0.6237589716911316,0.8493537255121757,,,1.0,0.4676787124404907,358,38,38,38
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_ant__inr_transformer_history_conditioned__conflation__s0,custom_mujoco_action_resampled_v3_ant,inr_transformer_history_conditioned,conflation,0,1.0,1.0,nan,0.2862716317176819,0.32055753303193985,0.17232754826545715,0.5350435792696534,,,1.0,0.8930429087409973,269,58,58,19
