run_dir,data,model,experiment,seed,probe_acc,probe_acc_seen,knn_acc1,knn_acc5,novel_mean_embed_dist,gen_mse,gen_nmse,gen_median_se,gen_rmse,gen_acc,gen_nll,finite_fraction,target_var,n_train_episodes,n_test_episodes,n_test_episodes_used,n_test_ood
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__inr_diffusion_history_conditioned_shuffle__generalization__s1,dmlab_seekavoid_full,inr_diffusion_history_conditioned_shuffle,generalization,1,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.13958333333333334,0.0,1.0,,50,24,24,0
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__state_action_bem__specialization__s1,dmlab_seekavoid_full,state_action_bem,specialization,1,0.5833333333333334,0.5833333333333334,0.3333333333333333,1.0,nan,nan,nan,nan,,0.2452081956378057,0.0,1.0,,118,12,12,12
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__inr_transformer_history_conditioned_shuffle__conflation__s0,dmlab_seekavoid_full,inr_transformer_history_conditioned_shuffle,conflation,0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.45014830025096964,1.7380191594967416,1.0,,84,18,18,6
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__vqvae__conflation__s1,dmlab_seekavoid_full,vqvae,conflation,1,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.47798456650022697,1.5824954067096892,1.0,,84,18,18,6
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__inr_transformer_history_conditioned_shuffle__no_shift__s1,dmlab_seekavoid_full,inr_transformer_history_conditioned_shuffle,no_shift,1,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.5336111111111111,1.4687178230285645,1.0,,118,24,24,0
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__inr_transformer_fitted_latent_shuffle__no_shift__s1,dmlab_seekavoid_full,inr_transformer_fitted_latent_shuffle,no_shift,1,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.4825,1.579293688668145,1.0,,118,24,24,0
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__inr_transformer_fitted_latent_shuffle__generalization__s0,dmlab_seekavoid_full,inr_transformer_fitted_latent_shuffle,generalization,0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.3943055555555556,1.8772467952304417,1.0,,50,24,24,0
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__inr_transformer_history_conditioned_shuffle__single_shift__s1,dmlab_seekavoid_full,inr_transformer_history_conditioned_shuffle,single_shift,1,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.48865183840217885,1.6374734678541158,1.0,,118,18,18,6
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__inr_diffusion_history_conditioned_shuffle__single_shift__s0,dmlab_seekavoid_full,inr_diffusion_history_conditioned_shuffle,single_shift,0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.17339721651836643,0.0,1.0,,118,18,18,6
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__cvae_rnn__single_shift__s0,dmlab_seekavoid_full,cvae_rnn,single_shift,0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.4375998174766142,1.7808032583053488,1.0,,118,18,18,6
